id,date,rank,title,artist,classification,subjectivity,polarity,neg,pos
41,1959-01-03,42,Big Bopper's Wedding,Big Bopper,neg,0.5562937062937063,0.03576631701631702,0.9912781048078184,0.008721895192174367
42,1959-01-03,43,(All of a Sudden) My Heart Sings,Paul Anka,pos,0.5584415584415584,0.10324675324675324,0.00037175522556200395,0.9996282447744295
43,1959-01-03,44,Green Chri$tma$,Stan Freberg,pos,0.5012941154890308,0.30175819942769094,9.310613670042896e-06,0.9999906893863563
44,1959-01-03,45,Pledging My Love,Roy Hamilton,pos,0.7192307692307691,0.48846153846153845,0.006901865208630198,0.9930981347913721
45,1959-01-03,46,Nobody But You,Dee Clark,pos,0.6250000000000001,0.27499999999999997,0.007155634576065124,0.9928443654239372
46,1959-01-03,47,Â¿DÃ²nde EstÃ  Santa Claus? (Where Is Santa Claus?),Augie Rios,neg,1.0,-0.05,0.9651909030737258,0.03480909692626669
47,1959-01-03,48,C'mon Everybody,Eddie Cochran,neg,0.37797619047619047,-0.08035714285714285,0.9833987615466064,0.016601238453390045
48,1959-01-03,49,Call Me,Johnny Mathis,pos,0.5,0.18000000000000002,0.0007812879018668486,0.9992187120981301
49,1959-01-03,50,Peek-A-Boo,The Cadillacs,pos,0.5791036414565827,0.1542997198879552,0.0056933839053533945,0.9943066160946495
50,1959-01-03,51,The Wedding,June Valli,pos,0.4207482993197279,0.3437641723356009,0.00025532446287953084,0.9997446755371271
51,1959-01-03,52,Sweet Little Rock And Roller,Chuck Berry,pos,0.49264705882352944,0.16764705882352943,0.00010852208668181005,0.9998914779133067
52,1959-01-03,53,Stagger Lee,Lloyd Price,neg,0.4318602693602694,-0.22840157527657526,0.9386273034860473,0.06137269651393726
53,1959-01-03,54,It's Just About Time,Johnny Cash And The Tennessee Two,neg,0.37735690235690234,-0.028367003367003367,0.5224829452560313,0.4775170547439638
54,1959-01-03,55,Don't Pity Me,Dion & The Belmonts,pos,0.2931818181818182,0.07045454545454545,0.025619429021739665,0.9743805709782634
55,1959-01-03,56,Lucky Ladybug,Billy & Lillie,neg,0.6905092592592594,0.1831018518518519,0.8464270816591078,0.15357291834089365
56,1959-01-03,57,Sing Sing Sing,Bernie Lowe Orchestra,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
57,1959-01-03,58,Rocka-Conga,The Applejacks,neg,0.6,0.5,0.509034256852572,0.49096574314742775
58,1959-01-03,59,A Letter To An Angel,Jimmy Clanton,pos,0.8285714285714285,0.07142857142857142,0.012487017118087779,0.9875129828819162
59,1959-01-03,60,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
60,1959-01-03,61,Try Me,James Brown And The Famous Flames,pos,0.5976190476190476,0.32261904761904764,0.024672038896833795,0.9753279611031664
61,1959-01-03,62,Need You,Donnie Owens,pos,0.5366666666666667,0.07990530303030303,0.0004905882337735329,0.9995094117662258
62,1959-01-03,63,Hideaway,The Four Esquires,pos,0.7516705516705516,-0.03775738150738148,0.023597585787609045,0.9764024142123832
63,1959-01-03,64,Mr. Success,Frank Sinatra,neg,0.20909090909090908,0.24393939393939393,0.7237525530721638,0.27624744692782716
64,1959-01-03,65,I'll Remember Tonight,Pat Boone,pos,0.5607142857142857,-0.0767857142857143,0.00016638280820938981,0.9998336171917968
65,1959-01-03,66,White Christmas,Bing Crosby,pos,0.19999999999999998,0.17500000000000002,0.005698146786263639,0.9943018532137379
66,1959-01-03,67,Come Prima (Koma Preema),Polly Bergen,pos,0.0,0.0,0.2260953662588786,0.7739046337411167
67,1959-01-03,68,Teasin',Quaker City Boys,neg,0.8,0.36250000000000004,0.6471649155572743,0.35283508444272105
68,1959-01-03,69,Run Rudolph Run,Chuck Berry,pos,0.4728395061728395,-0.07885802469135803,0.2581033684329515,0.7418966315670443
69,1959-01-03,70,The Mocking Bird,The Four Lads,pos,0.514186507936508,0.28588789682539684,0.0024759793820357465,0.9975240206179752
70,1959-01-03,71,Merry Christmas Baby,Chuck Berry,pos,0.533641975308642,0.3395061728395061,0.004322521382204656,0.995677478617805
71,1959-01-03,72,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,pos,0.4937500000000001,0.38125,0.0809619276281612,0.9190380723718319
72,1959-01-03,73,Blue Hawaii,Billy Vaughn And His Orchestra,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
73,1959-01-03,74,Cinderella,The Four Preps,pos,0.6934027084027083,0.31628246753246747,6.540711496662668e-05,0.9999345928850412
74,1959-01-03,75,Walking Along,The Diamonds,pos,0.7566666666666666,0.44333333333333336,0.3574278628537115,0.6425721371462862
75,1959-01-03,76,The Worryin' Kind,Tommy Sands And The Raiders,neg,0.7393939393939394,-0.09393939393939393,0.9832244144896987,0.016775585510296707
76,1959-01-03,77,The Fool And The Angel,Bobby Helms,pos,0.5438888888888889,0.17242424242424245,0.009683353948765157,0.9903166460512295
77,1959-01-03,78,Diamond Ring,Jerry Wallace,pos,0.59375,-0.25,0.02160657818187195,0.9783934218181258
78,1959-01-03,79,Rockhouse (Part 2),Ray Charles and his Orchestra,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
79,1959-01-03,80,Love Of My Life,The Everly Brothers,pos,0.5399999999999998,0.3425,0.0158910273374767,0.9841089726625207
80,1959-01-03,81,La Bamba,Ritchie Valens,pos,0.3,0.25,0.2499999999999997,0.75
81,1959-01-03,82,Pussy Cat,The Ames Brothers,pos,0.440079365079365,0.21215277777777777,0.0005690415145272901,0.9994309584854574
82,1959-01-03,83,Dreamy Eyes,Johnny Tillotson,pos,0.6285714285714284,0.3571428571428571,0.0007555153571558211,0.9992444846428454
83,1959-01-03,84,Little Red Riding Hood,Big Bopper,neg,0.4681597222222222,0.03500000000000002,0.9632185370801813,0.036781462919817744
84,1959-01-03,85,"Wiggle, Wiggle",The Accents,pos,0.5777777777777778,0.33472222222222225,0.07310331727116094,0.9268966827288366
85,1959-01-03,86,Forget Me Not,Kalin Twins,pos,0.325,0.125,0.017971847549674194,0.9820281524503213
86,1959-01-03,87,So Much,Little Anthony And The Imperials,neg,0.47083333333333327,0.029166666666666664,0.8507462335150102,0.1492537664849936
87,1959-01-03,88,The Voice In My Heart,Eydie Gorme,pos,0.5996003996003995,0.21218781218781219,0.0702824333993284,0.9297175666006807
88,1959-01-03,89,Philadelphia U.S.A.,Art Lund,pos,0.4431972789115646,0.2193877551020408,0.05216762824289766,0.9478323717571057
89,1959-01-03,90,The Day The Rains Came,Jane Morgan,pos,0.49291187739463604,0.2691570881226053,0.2999346147966879,0.700065385203317
90,1959-01-03,91,There Goes My Heart,Joni James,pos,0.4666666666666667,0.3833333333333333,0.1786971795521031,0.821302820447901
91,1959-01-03,92,"The Bluebird, The Buzzard & The Oriole",Bobby Day,pos,0.5608585858585858,-0.1766729797979798,0.23207524107385866,0.7679247589261335
92,1959-01-03,93,Funny,Jesse Belvin,neg,0.7428571428571428,0.15634920634920635,0.772185386673439,0.22781461332655187
93,1959-01-03,94,Come Prima,Tony Dallara,neg,0.0,0.0,0.8816898308282504,0.11831016917175038
94,1959-01-03,95,Mandolins In The Moonlight,Perry Como,pos,0.7133432539682539,0.476398189484127,3.049726868190684e-06,0.9999969502731346
95,1959-01-03,96,The World Outside,Roger Williams,pos,0.36562500000000003,0.046875,0.08364443813779181,0.9163555618622067
96,1959-01-03,97,Ten Commandments Of Love,Harvey & The Moonglows,pos,0.51203007518797,0.312593984962406,0.0002431850955600986,0.9997568149044308
97,1959-01-03,98,Save My Soul,Jack Scott,pos,0.28888888888888886,-0.1555555555555556,0.41059656971530967,0.5894034302846916
98,1959-01-03,99,Heartbeat,Buddy Holly,neg,0.5863636363636363,0.4266233766233766,0.8224170233287292,0.17758297667127013
99,1959-01-03,100,Red River Rose,The Ames Brothers,pos,0.4995726495726495,0.24594017094017095,0.0008973406535052306,0.9991026593464953
100,1959-04-04,1,Venus,Frankie Avalon,pos,0.6146198830409357,0.3743122009569378,0.21077641917609363,0.789223580823914
101,1959-04-04,2,Come Softly To Me,The Fleetwoods,pos,0.42207792207792194,0.2350649350649351,0.0006118028013314315,0.9993881971986729
102,1959-04-04,3,Charlie Brown,The Coasters,pos,0.3412698412698413,-0.00793650793650796,0.30111694875412587,0.6988830512458787
103,1959-04-04,4,It's Just A Matter Of Time,Brook Benton,pos,0.5009259259259259,0.2324074074074074,0.037819344731273574,0.9621806552687282
104,1959-04-04,5,Tragedy,Thomas Wayne With the Delons,pos,0.35,0.049999999999999996,0.26357455365389854,0.7364254463460992
105,1959-04-04,6,Alvin's Harmonica,David Seville And The Chipmunks,pos,0.657312925170068,0.2450113378684807,0.008475771823527259,0.9915242281764768
106,1959-04-04,7,Never Be Anyone Else But You,Ricky Nelson,pos,0.6285714285714284,0.36662337662337663,0.24648952890565481,0.7535104710943467
107,1959-04-04,8,Pink Shoe Laces,Dodie Stevens,pos,0.3657287157287156,-0.053932178932178935,0.02215103185757497,0.9778489681424103
108,1959-04-04,9,I've Had It,The Bell Notes,neg,0.4666666666666666,0.13333333333333333,0.8381290319695813,0.16187096803041642
109,1959-04-04,10,It's Late,Ricky Nelson,neg,0.5628930817610065,-0.29764150943396245,0.9522327413951969,0.04776725860479877
110,1959-04-04,11,Please Mr. Sun,Tommy Edwards,pos,0.0,0.0,0.24776541988594158,0.7522345801140614
111,1959-04-04,12,Donna,Ritchie Valens,pos,0.29444444444444445,0.2222222222222222,0.33996464379330743,0.6600353562066923
112,1959-04-04,13,It Doesn't Matter Anymore,Buddy Holly,neg,0.3875757575757576,-0.23344155844155848,0.9689371474283439,0.031062852571652876
113,1959-04-04,14,Guitar Boogie Shuffle,The Virtues,pos,0.5756410256410256,0.009203296703296714,0.0035313352810355534,0.996468664718961
114,1959-04-04,15,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,pos,0.4937500000000001,0.38125,0.0809619276281612,0.9190380723718319
115,1959-04-04,16,Stagger Lee,Lloyd Price,neg,0.4318602693602694,-0.22840157527657526,0.9386273034860473,0.06137269651393726
116,1959-04-04,17,Since I Don't Have You,The Skyliners,pos,0.5,0.525,0.08398760708820097,0.9160123929117974
117,1959-04-04,18,Sea Cruise,Frankie Ford,neg,0.24523809523809526,0.12857142857142856,0.9360837770341868,0.06391622296580651
118,1959-04-04,19,Peter Gunn,Ray Anthony and His Orchestra,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
119,1959-04-04,20,I Cried A Tear,LaVern Baker,pos,0.4694805194805195,0.24012987012987014,0.35655255632721233,0.6434474436727904
120,1959-04-04,21,Petite Fleur (Little Flower),Chris Barber's Jazz Band,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
121,1959-04-04,22,She Say (Oom Dooby Doom),The Diamonds,pos,0.36,0.12000000000000002,0.1975490248916381,0.8024509751083654
122,1959-04-04,23,Where Were You (On Our Wedding Day)?,Lloyd Price,neg,0.2935185185185185,0.03618827160493828,0.8862939676210402,0.11370603237896193
123,1959-04-04,24,Tall Paul,Annette With The Afterbeats,neg,0.43899999999999995,0.41412499999999997,0.7248155629873072,0.2751844370126936
124,1959-04-04,25,If I Didn't Care,Connie Francis,pos,0.5773148148148147,0.2625,0.2464986145525361,0.7535013854474596
125,1959-04-04,26,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,pos,0.6466666666666666,-0.07916666666666666,0.24064791781369524,0.7593520821863061
126,1959-04-04,27,"No Other Arms, No Other Lips",The Chordettes,pos,0.44999999999999996,0.24342105263157895,0.0617832937182533,0.9382167062817498
127,1959-04-04,28,This Should Go On Forever,Rod Bernard,neg,0.7066666666666667,0.0806060606060606,0.5737384476861449,0.42626155231385504
128,1959-04-04,29,Tomboy,Perry Como,pos,0.703030303030303,-0.20071022727272728,0.006151504420291807,0.9938484955797053
129,1959-04-04,30,The Morning Side Of The Mountain,Tommy Edwards,pos,0.6,0.5399999999999999,0.46056994512300214,0.5394300548770049
130,1959-04-04,31,May You Always,The McGuire Sisters,pos,0.51875,0.34289772727272727,0.005924369423147214,0.994075630576852
131,1959-04-04,32,The Tijuana Jail,The Kingston Trio,neg,0.25,-0.005147058823529416,0.9897857113688924,0.010214288631107635
132,1959-04-04,33,I Need Your Love Tonight,Elvis Presley With The Jordanaires,neg,0.5887169312169311,0.3521560846560847,0.6336486660582252,0.3663513339417708
133,1959-04-04,34,Everybody Likes To Cha Cha Cha,Sam Cooke,pos,0.39533730158730157,0.03492063492063492,0.40704057240985625,0.5929594275901368
134,1959-04-04,35,The Happy Organ,Dave 'Baby' Cortez,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
135,1959-04-04,36,I'm Never Gonna Tell,Jimmie Rodgers,pos,0.4916666666666667,0.10859375,0.17283501028048798,0.8271649897195053
136,1959-04-04,37,Raw-Hide,Link Wray And The Wraymen,pos,0.1,0.1,0.42709781619065734,0.5729021838093413
137,1959-04-04,38,The Children's Marching Song (Nick Nack Paddy Whack),Mitch Miller and his Sing Along With Mitch Chorus,pos,0.19047619047619052,0.09523809523809526,0.2826999015188873,0.7173000984811045
138,1959-04-04,39,The Story Of My Love,Conway Twitty,pos,0.5015779092702168,0.3355029585798817,0.01962525216911612,0.9803747478308812
139,1959-04-04,40,The Hanging Tree,Marty Robbins,pos,0.5409090909090908,0.3646969696969698,0.013315723471176226,0.9866842765288321
140,1959-04-04,41,I Got A Wife,The Mark IV,pos,0.4322249589490969,-0.0015394088669950733,0.17257073165077175,0.8274292683492178
141,1959-04-04,42,I Go Ape,Neil Sedaka,pos,0.28464052287581704,0.134967320261438,0.021068689184535656,0.978931310815446
142,1959-04-04,43,Nola,Billy Williams,pos,0.6369533527696795,0.3209669582118561,0.06445197083640164,0.9355480291635909
143,1959-04-04,44,16 Candles,The Crests,pos,0.6599999999999999,0.4351041666666667,0.03605778683087091,0.9639422131691286
144,1959-04-04,45,First Anniversary,Cathy Carr,pos,0.19780219780219788,0.0967032967032967,0.021705004120097994,0.9782949958798942
145,1959-04-04,46,(I'll Be With You In) Apple Blossom Time,Tab Hunter,pos,1.0,0.9333333333333332,0.017789229866978555,0.9822107701330219
146,1959-04-04,47,Tell Him No,Travis & Bob,pos,0.4867346938775511,0.3795918367346939,0.06911595591581475,0.9308840440841856
147,1959-04-04,48,Moonlight Serenade,The Rivieras,pos,0.6,0.4166666666666667,2.058038577725552e-06,0.9999979419614318
148,1959-04-04,49,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra,pos,0.20000000000000004,0.10000000000000002,0.366133674128348,0.6338663258716525
149,1959-04-04,50,Telling Lies,Fats Domino,pos,0.5357142857142857,0.19642857142857142,0.2744872755520821,0.7255127244479137
150,1959-04-04,51,Come Softly To Me,Ronnie Height,pos,0.35,0.1,0.3028121861399398,0.6971878138600599
151,1959-04-04,52,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
152,1959-04-04,53,For A Penny,Pat Boone,pos,0.6475,0.2475,0.4898456907432577,0.5101543092567427
153,1959-04-04,54,Sorry (I Ran All The Way Home),The Impalas,neg,0.9322916666666666,-0.3411458333333333,0.7031758604183607,0.29682413958163395
154,1959-04-04,55,When The Saints Go Marching In,Fats Domino,neg,0.3333333333333333,0.16666666666666666,0.6063110319082965,0.39368896809170234
155,1959-04-04,56,The All American Boy,Bill Parsons,pos,0.4625,0.018750000000000003,0.002026751107791595,0.9979732488921992
156,1959-04-04,57,Yea - Yea (Class Cutter),Dale Hawkins,neg,0.6015555555555555,0.08455555555555556,0.9323708163175937,0.0676291836823972
157,1959-04-04,58,Heavenly Lover,Teresa Brewer,neg,0.6244897959183674,0.020408163265306114,0.9841469426724359,0.015853057327566242
158,1959-04-04,59,La Bamba,Ritchie Valens,pos,0.3,0.25,0.2499999999999997,0.75
159,1959-04-04,60,(All of a Sudden) My Heart Sings,Paul Anka,pos,0.5584415584415584,0.10324675324675324,0.00037175522556200395,0.9996282447744295
160,1959-04-04,61,Take A Message To Mary,The Everly Brothers,pos,0.5746556473829201,-0.09669421487603304,0.0006595011665150676,0.9993404988334913
161,1959-04-04,62,Because You're Young,Jimmie Rodgers,pos,0.425,0.15555555555555556,0.12457388368100988,0.8754261163189877
162,1959-04-04,63,Lonely Teardrops,Jackie Wilson,pos,0.6334821428571428,-0.08839285714285716,0.07585117807569486,0.9241488219243018
163,1959-04-04,64,With The Wind And The Rain In Your Hair,Pat Boone,pos,0.48809523809523814,0.25535714285714284,0.07871474726138965,0.9212852527386097
164,1959-04-04,65,As Time Goes By,Johnny Nash,pos,0.4942307692307693,0.25769230769230766,0.00289782307190335,0.9971021769280902
165,1959-04-04,66,Pretty Girls Everywhere,Eugene Church and The Fellows,neg,0.9639412997903563,0.22725366876310268,0.7648497195884439,0.23515028041155886
166,1959-04-04,67,Matilda,Cookie And His Cupcakes,pos,0.43636363636363645,0.09090909090909091,0.16396933461299618,0.8360306653870087
167,1959-04-04,68,The Beat,The Rockin R's,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
168,1959-04-04,69,Poor Jenny,The Everly Brothers,pos,0.4128205128205128,-0.04599358974358974,0.37160289387516926,0.6283971061248296
169,1959-04-04,70,Guess Who,Jesse Belvin,pos,0.5128205128205129,0.1846153846153846,0.06833262634328338,0.9316673736567168
170,1959-04-04,71,The Answer To A Maiden's Prayer,June Valli,pos,0.26,0.05,0.011494947839001833,0.9885050521610012
171,1959-04-04,72,Goodbye Baby,Jack Scott,neg,0.9199999999999999,0.05,0.7372057733883396,0.26279422661166496
172,1959-04-04,73,Don't Take Your Guns To Town,Johnny Cash,pos,0.4536111111111111,0.12722222222222218,0.00031828491555432214,0.9996817150844389
173,1959-04-04,74,Come To Me,Marv Johnson,pos,0.6285714285714284,0.25535714285714284,0.13757108642264868,0.8624289135773434
174,1959-04-04,75,Fried Eggs,The Intruders,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
175,1959-04-04,76,Six Nights A Week,The Crests,pos,0.48095238095238096,0.1285714285714286,0.2906454439594925,0.7093545560405062
176,1959-04-04,77,Gotta Travel On,Billy Grammer,neg,0.3938666666666667,-0.06119999999999998,0.5539901771329531,0.44600982286705376
177,1959-04-04,78,There Must Be A Way,Joni James,pos,0.7298701298701298,0.5246753246753246,0.4661320971253505,0.5338679028746472
178,1959-04-04,79,Turn Me Loose,Fabian,pos,0.2869752042828965,-0.04936601859678781,0.05659604849971774,0.9434039515002782
179,1959-04-04,80,That's Why (I Love You So),Jackie Wilson,pos,0.6032967032967032,0.39880952380952384,0.007921858359478121,0.9920781416405124
180,1959-04-04,81,"No Other Arms, No Other Lips",The Four Aces,pos,0.41184210526315784,0.18355263157894736,0.06271178855241183,0.9372882114475887
181,1959-04-04,82,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,pos,0.4439033189033188,0.13594877344877346,1.2681812388581918e-05,0.9999873181876088
182,1959-04-04,83,Someone,Johnny Mathis,neg,0.2642857142857143,0.2119047619047619,0.8334054442190166,0.1665945557809868
183,1959-04-04,84,Enchanted,The Platters,pos,0.6,0.38571428571428573,0.0004569894937448525,0.999543010506252
184,1959-04-04,85,My Happiness,Connie Francis,pos,0.21818181818181823,0.24090909090909085,0.004540297690930163,0.9954597023090761
185,1959-04-04,86,Midnight Oil,Charlie Blackwell,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
186,1959-04-04,87,Rockin' Crickets,Hot-Toddys featuring Bill Pennell,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
187,1959-04-04,88,Who's That Knocking,The Genies,neg,0.47171717171717176,-0.38232323232323223,0.9591104374019087,0.04088956259809358
188,1959-04-04,89,Hawaiian War Chant,Billy Vaughn And His Orchestra,neg,0.5411458333333333,0.019270833333333345,0.5097938295152843,0.4902061704847099
189,1959-04-04,90,French Foreign Legion,Frank Sinatra,pos,0.3257407407407408,0.1575925925925926,0.10461278198399429,0.8953872180160054
190,1959-04-04,91,Nola,The Morgan Brothers,pos,0.6472222222222221,0.2972222222222222,8.766085689529667e-07,0.9999991233914353
191,1959-04-04,92,A House Of Love,Scott Garrett,pos,0.58,0.34204545454545454,2.168453219234332e-05,0.9999783154678009
192,1959-04-04,93,Star Love,The Playmates,pos,0.7154761904761908,0.5273809523809523,0.041055815622251364,0.9589441843777445
193,1959-04-04,94,Wishful Thinking,Little Anthony And The Imperials,pos,0.5522727272727272,0.24318181818181817,0.027985679189653587,0.9720143208103432
194,1959-04-04,95,Raining In My Heart,Buddy Holly,pos,0.24166666666666664,0.05000000000000001,0.000461567529147183,0.9995384324708567
195,1959-04-04,96,Almost Grown,Chuck Berry,pos,0.35273368606701944,0.046406525573192234,0.14569033204307363,0.8543096679569301
196,1959-04-04,97,I Miss You So,Paul Anka,pos,0.5138888888888888,0.37118055555555557,0.0007734870744818089,0.9992265129255233
197,1959-04-04,98,Boom-A-Dip-Dip,Stan Robinson,pos,0.6744588744588744,0.3623376623376623,0.47956581311290297,0.5204341868870996
198,1959-04-04,99,Yep!,Duane Eddy His Twangy Guitar And The Rebels,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
199,1959-04-04,100,The Chick,Lee and Paul,neg,0.3399691358024691,-0.03140432098765432,0.9437401622717947,0.05625983772821684
200,1959-07-04,1,The Battle Of New Orleans,Johnny Horton,pos,0.39236363636363647,0.0908465909090909,0.012545175939117408,0.9874548240608653
201,1959-07-04,2,Personality,Lloyd Price and His Orchestra,pos,0.5416666666666666,0.5,0.11226112148055853,0.8877388785194423
202,1959-07-04,3,Lonely Boy,Paul Anka,neg,0.5377450980392156,0.1416666666666667,0.670911677114208,0.32908832288578815
203,1959-07-04,4,Dream Lover,Bobby Darin,pos,0.7678571428571429,0.3678571428571428,0.1443343117035087,0.8556656882964938
204,1959-07-04,5,Lipstick On Your Collar,Connie Francis,pos,0.18020833333333333,0.13229166666666667,0.4951369917765427,0.5048630082234541
205,1959-07-04,6,Tallahassee Lassie,Freddy Cannon,pos,0.4297222222222222,-0.08972222222222223,0.3221850190686167,0.6778149809313825
206,1959-07-04,7,Kansas City,Wilbert Harrison,pos,0.7718750000000001,0.046875,0.14593569350457702,0.8540643064954262
207,1959-07-04,8,Quiet Village,The Exotic Sounds of Martin Denny,neg,0.0,0.0,0.6874999999999996,0.3124999999999999
